ID,y
677,96.90235
678,107.736694
679,103.78135
682,106.29314
685,107.93691
687,96.46425
688,94.94131
693,112.33014
696,98.72902
698,93.75253
701,100.072266
704,97.536865
705,117.18287
709,103.85415
710,98.77971
711,109.01691
712,99.01108
714,110.95031
715,91.22657
716,109.22655
717,94.5959
720,116.23365
721,93.58659
724,105.87821
725,95.420525
726,100.243454
728,111.310974
731,97.36115
734,111.64389
738,92.98957
745,106.1457
746,92.32021
751,78.421234
754,96.0319
756,98.73667
758,98.45094
759,109.29859
761,118.111244
766,99.99191
767,106.8137
768,88.94574
769,113.10905
770,98.51462
771,83.424034
772,107.366776
773,96.18078
774,103.225266
776,110.84737
777,104.31014
780,113.84629
782,105.36285
787,103.046936
788,94.92095
792,90.52188
793,114.67539
798,108.860855
800,90.82797
806,109.22655
809,111.27736
811,107.578445
812,95.836845
814,117.425896
816,108.1274
817,93.412735
818,108.603485
820,99.94708
823,94.83217
829,93.51874
830,112.443504
831,92.395584
834,110.27211
839,103.7828
841,83.30937
844,104.60466
845,94.79494
848,91.72687
850,117.6112
851,106.61322
852,96.7827
854,93.55073
855,105.68289
856,110.550865
859,102.49049
861,103.225266
864,93.05241
865,103.680046
866,91.72332
867,97.91695
869,96.701225
871,92.55277
872,109.22655
882,102.95959
883,93.512856
885,94.476425
888,98.704994
893,107.339645
901,107.926476
903,104.79224
904,93.400185
905,108.25931
910,99.97616
911,113.30275
914,110.934975
918,107.331696
921,91.42351
928,96.96193
929,109.13649
932,103.739975
933,96.331276
934,99.97616
935,108.80324
937,80.27851
939,94.30633
940,106.44509
941,99.62363
942,105.855576
943,92.79205
944,104.8762
947,109.22655
949,110.02422
951,102.838234
952,94.522804
953,104.79224
954,77.59748
957,110.86307
959,89.81875
960,110.75363
963,117.425896
965,109.22655
967,108.90515
971,95.0064
972,77.67682
973,92.02926
974,111.15742
975,99.90764
978,107.35499
980,96.50287
981,94.35432
984,110.3416
986,99.97616
988,88.94574
989,107.6441
990,106.065735
992,107.926476
996,103.52954
999,109.106064
1000,103.3655
1001,103.680046
1002,90.37189
1003,110.84737
1004,90.56475
1008,110.903824
1009,102.34991
1010,107.10595
1012,110.64114
1013,95.11893
1014,107.74706
1015,94.36673
1016,117.0927
1019,94.02319
1020,107.51918
1021,99.97616
1022,97.79909
1024,99.97616
1025,92.66857
1027,95.79996
1028,109.92906
1029,98.49413
1030,99.96616
1033,110.93551
1036,102.51449
1037,107.70552
1038,91.69152
1042,94.30633
1043,106.32568
1044,95.799095
1045,111.04869
1047,114.710526
1050,94.58461
1051,108.56297
1054,94.50677
1056,94.35432
1057,94.97744
1059,93.74204
1062,105.83189
1063,100.7357
1064,94.35432
1066,94.30407
1070,113.57977
1076,110.360344
1077,98.85867
1078,111.55168
1080,108.06878
1082,100.19628
1083,99.00835
1089,106.1099
1091,98.704994
1093,96.12728
1097,94.31609
1099,97.36406
1101,99.97616
1103,100.39515
1104,111.721085
1106,106.61258
1109,93.76413
1110,110.92971
1111,107.13164
1112,109.73228
1114,94.47267
1116,96.41979
1117,109.126884
1120,101.3222
1124,111.727005
1125,94.64449
1126,113.544655
1134,107.08136
1137,91.22165
1138,111.66985
1144,111.199905
1145,94.947586
1146,92.38339
1148,100.76904
1150,98.80506
1152,104.60466
1153,101.1843
1154,106.895935
1155,95.58375
1157,97.92831
1162,96.588326
1165,110.7823
1166,97.01309
1167,101.34269
1168,103.64437
1169,102.49049
1171,118.74337
1172,103.92342
1173,102.49049
1174,97.85542
1176,107.26504
1177,107.71231
1178,95.48109
1182,111.72935
1186,102.1099
1187,104.80792
1188,92.258415
1189,113.795074
1191,106.641014
1192,96.14774
1197,111.745316
1198,94.69116
1200,79.279564
1201,94.097626
1203,98.100105
1209,117.425896
1214,108.08949
1218,110.783035
1222,99.66027
1226,97.52506
1228,97.64402
1230,103.299576
1232,79.33668
1233,108.89997
1236,113.08005
1238,100.7185
1241,111.199905
1244,99.141266
1246,103.81119
1247,100.148346
1250,104.335945
1251,100.06195
1254,105.149956
1255,98.8619
1256,110.159584
1257,97.93153
1258,111.41267
1259,111.91275
1260,93.58645
1263,112.432495
1267,79.66446
1268,110.64973
1271,97.767
1272,107.93096
1274,105.29146
1275,96.588326
1276,109.15429
1277,90.62751
1279,92.38339
1281,98.28031
1282,92.258415
1283,106.13593
1285,105.16929
1286,94.65876
1289,112.6674
1296,97.96891
1299,101.719925
1301,103.52954
1306,89.83039
1307,94.98543
1308,94.31459
1313,109.15429
1314,95.44751
1315,110.92971
1316,92.84863
1317,108.55267
1319,92.54676
1323,107.082886
1324,109.16513
1325,96.96094
1328,102.73196
1329,91.88178
1330,103.225266
1331,99.17319
1332,104.95764
1337,100.93214
1338,99.35863
1339,91.45263
1340,101.60811
1343,107.61714
1347,110.10659
1348,97.526115
1349,107.985634
1352,94.3932
1354,103.713524
1359,111.60528
1360,101.02217
1363,108.14967
1364,99.96301
1365,103.39186
1366,101.37928
1372,98.317665
1375,98.8406
1376,97.94701
1378,96.36707
1379,108.42374
1380,101.167694
1381,102.23074
1384,109.38924
1387,100.47103
1388,106.799286
1392,75.106895
1394,102.21759
1395,94.6065
1396,109.38739
1398,97.20982
1399,109.38739
1400,91.831184
1401,92.69987
1403,101.2228
1404,98.18466
1406,109.38739
1407,94.20368
1408,111.82529
1410,80.76272
1412,109.23181
1413,93.62317
1415,97.51621
1420,111.82529
1422,110.71425
1423,100.280594
1424,111.82529
1425,98.161415
1426,80.76272
1427,102.00409
1429,94.813614
1430,108.46947
1431,103.43831
1432,100.40305
1434,109.45701
1437,94.299286
1438,104.773544
1440,109.877235
1441,106.451004
1442,95.35163
1444,107.0467
1445,97.18699
1446,104.8254
1448,93.43624
1453,93.452324
1454,109.23181
1455,93.08216
1456,106.89585
1458,109.23181
1459,95.36988
1461,97.25717
1465,100.47103
1466,110.8404
1469,106.78278
1472,93.452324
1474,97.06598
1477,108.05544
1479,107.03608
1482,109.22528
1483,78.17869
1487,94.28831
1488,105.619514
1490,115.23492
1492,105.47567
1494,117.530205
1496,98.91154
1497,98.85502
1499,104.282585
1502,94.0435
1507,103.06749
1508,94.3932
1509,102.83064
1511,93.0591
1512,107.330605
1513,116.25611
1514,99.44935
1518,112.458015
1519,91.885
1522,111.77085
1524,78.45725
1527,95.35163
1529,94.900475
1532,106.53194
1536,113.28251
1537,117.03046
1539,101.67056
1542,111.37172
1543,97.94701
1544,104.81757
1545,80.05165
1550,94.92842
1551,103.1895
1554,114.432945
1556,109.19643
1559,94.39298
1560,78.13196
1562,98.98732
1566,91.94174
1567,111.762886
1569,105.21898
1570,110.017654
1571,108.98444
1574,94.3932
1578,106.86375
1580,92.87906
1583,105.005684
1584,94.3932
1585,106.593094
1586,104.001144
1587,112.734726
1588,95.10579
1590,115.69425
1592,104.447495
1596,95.18157
1598,106.18644
1599,95.87981
1604,108.61718
1606,102.02674
1607,93.62317
1608,99.38374
1609,117.0344
1611,96.938774
1613,96.211685
1616,98.042435
1619,108.67606
1620,94.25689
1621,111.95403
1622,98.873215
1625,108.9991
1627,117.0344
1629,102.40798
1634,97.95306
1636,95.89533
1638,108.18285
1639,98.00581
1641,101.55543
1643,95.232895
1644,100.79681
1645,117.43516
1646,105.54092
1647,113.282776
1648,95.83433
1652,92.87906
1653,113.37504
1656,95.65376
1658,95.87981
1659,108.806046
1661,101.81067
1663,93.62317
1664,104.78979
1665,95.59359
1666,109.19643
1667,101.0773
1668,80.21795
1669,102.14272
1670,95.49196
1672,112.98914
1674,104.73787
1677,105.619514
1678,92.8433
1679,110.956665
1680,101.26155
1683,110.080696
1686,103.91522
1687,110.36584
1689,106.45495
1690,96.327576
1691,115.833084
1692,113.42049
1693,94.3932
1695,96.67826
1696,93.452324
1697,108.80257
1700,109.19643
1701,96.93869
1702,112.71711
1703,92.37129
1704,105.37869
1706,95.15804
1707,109.0566
1708,96.99368
1710,92.54647
1711,105.42434
1713,101.58313
1717,109.195786
1719,106.86375
1720,96.59117
1722,95.750145
1725,104.6856
1726,96.385994
1727,101.24095
1729,105.4363
1730,90.698875
1731,107.27789
1733,109.19643
1734,94.81463
1735,110.71425
1738,96.211685
1742,104.29179
1745,104.73787
1747,95.05353
1749,100.74312
1751,97.671326
1752,77.977615
1753,104.025566
1754,95.85859
1755,94.517876
1756,102.46786
1758,106.181076
1759,92.492424
1760,106.08127
1761,108.51479
1762,92.43046
1763,106.06354
1764,109.01851
1766,102.0267
1768,93.04339
1769,80.726105
1771,108.307434
1772,97.67225
1773,109.18329
1774,99.16241
1775,108.35727
1777,111.39211
1779,92.492424
1780,106.67524
1787,92.584816
1788,94.96111
1790,95.97021
1796,112.80438
1801,90.91127
1803,94.07134
1807,112.034515
1809,106.271095
1812,97.84319
1813,109.72821
1814,102.136894
1815,110.272354
1816,95.82834
1818,93.900406
1820,92.14645
1821,116.38045
1822,95.37066
1825,96.37174
1826,106.166534
1828,96.07225
1831,103.3797
1836,101.28719
1837,95.09786
1841,97.06598
1844,103.26446
1848,91.55477
1851,101.67056
1852,93.97308
1853,94.14448
1854,97.7754
1856,103.41579
1859,106.271095
1860,97.95521
1861,78.30887
1863,110.165245
1865,97.0186
1866,104.16862
1867,95.956635
1868,92.68203
1872,95.84702
1879,98.175476
1880,107.49834
1882,97.968285
1885,110.080696
1887,104.43632
1888,95.075226
1890,103.69285
1894,96.982025
1895,102.79434
1896,93.08582
1897,108.287796
1900,109.63484
1901,94.39298
1902,107.42006
1905,99.37675
1906,107.99765
1912,106.70424
1915,95.92864
1916,107.4718
1917,93.83082
1918,104.36681
1920,79.2414
1923,100.681435
1924,103.08278
1925,96.385994
1930,117.0344
1932,113.01572
1933,111.51783
1934,110.699615
1935,93.94267
1940,80.76272
1941,97.82877
1942,114.87541
1943,105.567215
1944,92.976776
1945,101.52388
1948,116.9898
1949,92.69202
1952,98.82444
1954,94.337296
1955,116.15353
1958,96.66059
1959,84.481544
1960,106.06354
1963,96.15284
1965,103.28323
1968,102.45801
1969,99.96301
1971,96.37741
1972,111.274216
1973,93.1676
1975,92.0951
1977,101.56394
1978,96.524925
1979,109.15089
1981,92.717636
1982,110.229935
1987,110.86832
1988,91.94174
1993,104.17967
1997,92.96561
1999,95.652
2001,96.15578
2002,116.1433
2003,100.85745
2004,77.92076
2006,111.15979
2007,94.341934
2009,106.08127
2010,93.86674
2013,102.72977
2018,79.246635
2022,98.18992
2024,106.40911
2025,97.161026
2026,104.46205
2030,106.10986
2031,95.576805
2032,106.70424
2033,96.01299
2035,98.729774
2036,113.26918
2037,92.88082
2040,95.99064
2043,108.206436
2044,127.538536
2046,106.40251
2054,109.10226
2055,95.39379
2056,106.67524
2059,94.87887
2060,94.39298
2062,93.16879
2063,109.15005
2066,96.982025
2067,115.08609
2072,100.871216
2073,107.22508
2074,108.55135
2075,99.990036
2076,96.255684
2080,96.04498
2082,94.39298
2085,99.56824
2087,107.464195
2091,107.738655
2092,96.01497
2093,106.67524
2098,100.7305
2101,106.06354
2102,94.29459
2103,80.76272
2105,104.20521
2106,93.21282
2107,100.85254
2110,96.78927
2114,98.186874
2115,113.186775
2117,87.41143
2118,95.69282
2119,105.92076
2120,96.51884
2122,103.15737
2123,113.02006
2126,94.513885
2127,107.89868
2128,97.771
2129,109.28896
2132,110.31869
2135,105.52746
2138,103.62749
2139,117.0344
2141,111.11198
2142,94.60876
2146,97.576256
2151,110.53459
2157,105.93556
2159,101.800835
2162,92.95189
2164,117.00296
2167,95.06512
2168,110.42605
2171,97.967735
2173,95.44714
2174,104.640396
2175,95.71265
2178,94.10957
2180,96.560326
2185,111.29262
2189,93.82934
2190,112.38808
2192,102.950516
2194,112.94914
2200,104.36012
2201,98.65189
2203,108.62189
2204,97.40908
2205,110.2891
2209,109.90202
2213,103.186035
2214,94.041794
2215,108.89607
2216,98.77047
2218,95.10981
2219,110.03732
2220,101.64806
2222,97.922195
2223,104.83258
2225,109.93328
2226,93.903366
2230,100.888985
2233,111.7516
2234,106.25554
2235,97.40908
2236,77.39702
2237,92.334236
2240,116.36142
2241,95.76521
2248,104.15375
2249,97.0234
2250,101.42806
2252,110.386185
2253,100.26533
2254,111.6085
2256,79.54942
2258,94.583405
2259,101.93671
2262,97.03793
2265,95.388374
2266,103.89558
2269,99.612465
2271,104.07459
2273,95.052986
2274,108.695496
2275,98.52723
2277,98.65365
2279,97.40908
2280,77.21577
2282,96.560326
2283,102.14579
2288,96.362724
2289,107.59433
2291,95.8849
2292,117.79373
2297,109.23964
2298,105.65247
2299,98.645905
2300,111.403984
2301,92.803635
2304,94.81132
2305,102.025894
2306,97.03793
2308,93.95465
2309,100.88811
2311,104.61098
2312,100.046814
2316,103.50719
2321,103.65202
2322,106.60793
2325,106.20076
2326,93.37905
2329,117.79373
2330,99.10519
2331,101.446655
2332,111.1387
2333,97.03793
2334,104.26196
2335,110.76238
2337,105.73
2338,104.18231
2340,111.1387
2342,103.48367
2345,92.96068
2349,95.11603
2351,78.436005
2352,95.56201
2354,108.88297
2355,112.64814
2357,109.93328
2358,96.430336
2360,95.283585
2361,108.88297
2364,95.19171
2366,98.99257
2369,99.46413
2370,95.480064
2371,110.99812
2373,102.23901
2374,105.08242
2376,112.734726
2378,107.20288
2382,103.8406
2383,93.46029
2386,107.73885
2387,99.74157
2389,98.41148
2390,104.67124
2392,93.60268
2398,111.1387
2399,94.87916
2400,99.63061
2401,109.771904
2402,96.25766
2404,99.598045
2407,102.95191
2408,100.640656
2409,104.79405
2412,85.92288
2413,101.698555
2415,94.66654
2420,101.670715
2422,99.54115
2423,103.66815
2426,94.05919
2432,98.824745
2434,91.83236
2435,95.879585
2436,109.50031
2438,106.13002
2440,106.15052
2443,102.5928
2444,91.81111
2447,104.15375
2450,94.492294
2454,103.96581
2455,108.2234
2459,97.03793
2460,102.73159
2463,97.37686
2465,97.52266
2468,80.389824
2469,96.58425
2474,95.04244
2478,94.53275
2480,90.81175
2481,116.36142
2489,96.560326
2490,101.36333
2492,93.93134
2496,97.03793
2497,99.84854
2500,95.77133
2505,96.04655
2507,99.38379
2508,110.2891
2509,94.43741
2510,77.219826
2513,91.587845
2515,96.560326
2518,93.46029
2519,103.64048
2520,93.46029
2521,107.90031
2523,101.015434
2525,96.765045
2529,110.2891
2530,96.98745
2533,105.171844
2535,92.37122
2538,99.95728
2544,106.917336
2553,110.860374
2556,94.18444
2558,92.68172
2559,111.08145
2560,93.92199
2561,108.92384
2562,97.689445
2563,106.52959
2564,90.9927
2565,112.16732
2567,99.60974
2572,94.20896
2575,97.315056
2576,113.25519
2577,96.30262
2578,97.53117
2579,108.636116
2580,93.68263
2582,103.66499
2583,92.23172
2587,90.84888
2589,109.3797
2590,96.55097
2591,110.2891
2594,96.74102
2597,96.71515
2598,105.21897
2599,95.83414
2600,100.05249
2602,116.03804
2603,94.20896
2604,96.97496
2606,100.90595
2607,78.23128
2608,100.68831
2613,110.2891
2614,102.74068
2615,111.044624
2617,108.858734
2620,100.8247
2623,107.820335
2624,98.89258
2627,110.2891
2629,78.23128
2630,95.40289
2632,101.545265
2636,95.60074
2639,105.57291
2640,108.77076
2642,110.2891
2644,107.323265
2646,98.658806
2647,97.11142
2649,94.305565
2650,102.72646
2652,108.44729
2653,98.2038
2655,101.68018
2657,111.68284
2659,107.22256
2662,93.358505
2663,116.36142
2664,96.05851
2665,102.34291
2670,99.04639
2671,108.44948
2672,91.08535
2675,108.44729
2677,110.45081
2679,99.2267
2683,108.27442
2684,96.996666
2685,104.95246
2688,108.20815
2689,104.04858
2690,102.74426
2693,102.70692
2694,107.91405
2697,104.32965
2699,96.05071
2703,95.0475
2705,107.173515
2709,84.19961
2710,94.37724
2711,108.52068
2712,97.271126
2713,97.79328
2714,108.925514
2715,97.837616
2717,94.092064
2718,110.51937
2720,107.49458
2721,96.89202
2726,102.770515
2728,92.076256
2731,103.90826
2732,109.70365
2734,95.94607
2736,103.39791
2737,96.53083
2738,104.55727
2739,100.905685
2746,95.464714
2749,105.53444
2751,117.56107
2752,102.06974
2753,97.891235
2757,101.33473
2758,96.138626
2759,109.51904
2760,103.39326
2762,110.57831
2764,93.50545
2765,107.99959
2769,106.81973
2771,105.61954
2774,94.20041
2776,93.42597
2777,99.01471
2778,96.761154
2779,105.64346
2782,93.48417
2784,94.232735
2787,94.89491
2789,96.849464
2792,97.56494
2798,94.88022
2799,101.948235
2800,96.343575
2801,77.313416
2802,96.43609
2804,97.49236
2807,103.53341
2808,100.099075
2809,100.38373
2811,116.778824
2812,95.74923
2814,93.6466
2816,98.035355
2817,109.13418
2818,100.46289
2820,101.75311
2821,84.5353
2822,97.110344
2823,110.583405
2824,96.869446
2826,98.15815
2829,97.46934
2834,96.501045
2835,78.769775
2838,94.90711
2839,108.58141
2840,92.23308
2841,105.836784
2842,97.03793
2846,113.55776
2848,100.932594
2849,93.734695
2850,108.925514
2851,92.97841
2853,97.48152
2854,110.2891
2858,99.98649
2861,104.1856
2864,93.94267
2865,116.36142
2866,102.98481
2867,91.91646
2868,113.77431
2870,108.577614
2877,101.974106
2878,110.2891
2880,112.928986
2882,78.119225
2883,97.33204
2884,104.2288
2885,97.3788
2887,96.560326
2888,108.92761
2889,91.980865
2890,104.8254
2891,103.79424
2892,117.12573
2893,93.79573
2898,107.28874
2899,99.97325
2900,109.66626
2901,93.67365
2909,105.50856
2910,111.42298
2911,119.42972
2913,97.44748
2914,104.57555
2918,97.19196
2919,108.320404
2920,92.15408
2921,110.2891
2922,99.39093
2923,101.24947
2925,105.088486
2926,93.68263
2927,110.15861
2929,113.41661
2933,95.58492
2934,106.52927
2936,101.881386
2941,97.38524
2942,95.55342
2943,109.2992
2945,102.67282
2950,95.29856
2951,108.42645
2953,106.70158
2954,100.09092
2955,106.37343
2956,99.80783
2960,105.46731
2962,96.9325
2963,104.63078
2964,106.504684
2966,77.14963
2967,95.725426
2968,98.12014
2969,91.775635
2971,92.65353
2972,108.33968
2974,94.43958
2975,106.10084
2977,117.530205
2980,107.642746
2981,89.7003
2983,101.97856
2984,99.518425
2985,117.79373
2986,97.02713
2987,108.33968
2989,97.285545
2990,107.822525
2991,115.126526
2992,80.35321
2995,104.32965
2996,98.88039
3002,111.03355
3004,108.61432
3005,118.66719
3006,95.665596
3010,98.326256
3011,104.06787
3014,93.68263
3015,95.4915
3016,94.299286
3017,100.72227
3018,94.22986
3021,103.38201
3024,105.21897
3028,97.26905
3030,94.39298
3032,93.57474
3039,94.49419
3040,104.04315
3041,98.25351
3043,108.52474
3044,113.35933
3046,105.54988
3055,96.83313
3056,109.26155
3058,93.406975
3059,106.50337
3061,117.03046
3063,106.38688
3066,94.915405
3067,105.21897
3068,77.52859
3069,96.89202
3072,116.09761
3073,112.98914
3074,95.696434
3077,96.794266
3082,101.33811
3084,104.32965
3085,102.2361
3088,107.323265
3091,96.70902
3092,111.79301
3093,99.359505
3094,103.90826
3096,110.699615
3097,91.00935
3098,78.451904
3102,116.66995
3106,93.541084
3109,96.14593
3111,94.24124
3112,118.66719
3113,97.16976
3115,100.871216
3116,105.93192
3117,97.41091
3121,103.239075
3122,95.31805
3123,95.71542
3124,101.27199
3125,94.299286
3126,100.086174
3127,115.833084
3129,92.95106
3130,113.53074
3132,106.678314
3134,108.68316
3135,104.93823
3137,76.15993
3138,121.60604
3140,106.32376
3144,105.19728
3145,104.91817
3146,111.044624
3147,95.36724
3148,103.45623
3149,105.558266
3150,111.9323
3151,96.33419
3152,96.321
3155,100.760025
3156,108.925514
3159,92.857315
3161,98.88045
3162,107.81862
3163,95.55061
3165,102.42374
3172,103.29387
3173,98.88129
3176,92.00527
3177,107.4488
3179,106.10084
3183,94.07069
3186,94.68666
3187,98.4094
3189,106.470764
3190,97.73334
3192,115.833084
3193,103.29387
3194,112.88041
3197,95.42103
3198,95.753624
3200,101.620575
3201,118.66205
3202,95.753624
3204,96.04655
3205,93.41502
3206,104.91236
3208,104.56512
3210,103.2569
3211,100.42548
3212,117.03046
3213,98.21637
3214,105.27632
3216,104.8254
3219,93.49379
3220,110.70104
3221,97.16976
3226,108.231674
3227,105.63115
3228,97.88239
3229,98.80554
3232,80.389824
3233,94.44723
3234,96.45386
3236,98.837746
3238,110.55924
3239,108.97628
3240,93.66591
3247,109.37104
3249,104.90976
3252,109.93088
3253,98.09158
3254,104.81007
3255,99.40557
3256,109.78186
3257,95.467476
3262,103.94747
3263,108.44729
3264,99.80783
3266,112.60192
3267,101.01415
3269,97.83358
3272,117.79373
3274,95.42103
3275,105.285034
3277,101.89168
3279,98.81389
3280,107.336105
3283,95.311646
3285,96.560326
3287,103.80416
3288,105.21897
3290,100.219284
3291,92.31101
3298,107.98545
3299,95.470055
3302,106.5918
3303,94.64438
3304,103.992134
3307,94.502335
3309,97.912704
3314,77.25378
3316,110.8143
3317,98.01358
3319,95.694275
3320,108.1099
3321,95.22081
3322,103.14093
3324,93.71119
3326,96.59088
3329,100.79743
3330,90.9927
3331,111.194824
3335,117.12573
3337,97.063995
3338,99.08738
3339,98.06459
3340,111.709755
3341,96.68613
3343,94.13815
3346,93.079994
3348,92.89256
3351,105.21897
3352,117.67898
3355,91.852264
3356,110.78635
3358,104.97376
3359,93.76343
3360,101.65027
3371,96.49615
3372,96.06367
3374,96.73602
3377,107.90337
3378,92.558266
3380,107.12009
3382,100.87723
3386,96.316154
3389,102.680115
3391,106.31638
3393,96.599945
3394,106.9597
3395,93.638535
3397,110.2891
3398,103.515434
3399,83.16671
3400,94.83476
3404,104.375984
3407,111.11947
3409,101.58313
3419,101.74981
3421,97.932076
3425,94.67372
3427,80.56456
3428,117.79373
3429,107.864174
3431,96.62634
3435,93.589966
3436,108.357994
3439,97.208916
3441,101.2941
3442,117.79373
3443,101.60008
3444,105.2731
3445,94.01017
3446,107.30803
3449,94.39298
3453,97.54134
3457,102.839554
3460,103.39791
3461,106.404076
3462,93.50823
3464,106.38688
3465,77.52859
3466,96.85675
3467,104.841255
3468,97.38754
3469,102.973
3470,95.52334
3472,110.2891
3473,99.57753
3475,94.704094
3476,109.31222
3478,106.49027
3479,94.62644
3483,94.54403
3484,107.21353
3485,101.42215
3487,94.829124
3488,108.23511
3496,111.26253
3497,100.29072
3499,103.43831
3500,77.256165
3501,97.402245
3504,93.2072
3508,101.84396
3511,95.81193
3512,109.13313
3515,92.41557
3517,95.33118
3518,96.820625
3526,108.48954
3528,113.945625
3529,100.09647
3530,116.26201
3531,92.72065
3532,103.52992
3533,96.21753
3534,95.15027
3535,77.47362
3536,99.08379
3537,110.709435
3538,92.05106
3539,101.876526
3540,103.09143
3545,107.63275
3546,92.27875
3550,107.51294
3551,103.97839
3553,96.7019
3554,103.39791
3557,92.334236
3558,109.01882
3559,94.39298
3561,92.10224
3562,110.2891
3563,96.393074
3564,105.21897
3565,94.01017
3567,94.91908
3571,105.21897
3572,97.5726
3574,110.08008
3576,95.665665
3577,106.21826
3578,95.09093
3579,93.923294
3583,95.22812
3585,103.62869
3586,105.936646
3587,112.80438
3593,93.86501
3594,103.90458
3595,94.61931
3599,95.78665
3600,105.54458
3601,110.2891
3602,94.39298
3604,99.26831
3609,118.657776
3610,105.97655
